episode,step,x,y,z,action0,action1,action2,reward,exploration_reward,proximity_reward,energy,exploration_norm,proximity_norm,energy_norm,normalized_reward,td_error,action_saturation,rule_override
1,0,10.0,10.0,10.0,-0.022559787512874685,-0.5199060485038409,0.9650560972994948,-35.957621014260845,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,1,9.989712101622885,9.762908201613065,10.0,-0.39696102539573697,0.8056765759856055,0.2467868080397484,-50.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,2,9.791231591055897,10.0,10.0,-0.23678895651836762,-0.5579538784637508,0.23455982637303263,-48.04241838759049,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,3,9.672837114618384,9.721023065060587,10.0,0.12143023653931184,-0.16071183881728524,-0.4772411036151356,-30.06611311815277,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,4,9.733552231715953,9.640667147203192,9.761379452798932,-0.9134962652377874,0.24475120203294543,0.42356976441625305,-44.11420068382732,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,5,9.29277706914193,9.758763142744211,9.965757991471355,-0.20665733843917145,-0.9146115874470144,0.11020909194167094,-46.376175711317934,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,6,9.189448401016787,9.301457353864416,10.0,0.11185942811923266,-0.2735352999220897,0.38106253767676135,-49.3673445426534,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,7,9.245378113916582,9.164689706739539,10.0,0.5039859653444001,0.9480800395562667,-0.9525893281126607,-26.161924311271214,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,8,9.42093783999862,9.494946268417017,9.668172661518758,0.6444645382275069,-0.7316163195455845,-0.4834869011093861,-27.60328446811322,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,9,9.717030601169345,9.158812496390382,9.446039459383098,-0.8746770850683954,-0.5041967655919379,0.6605050780021327,-26.903761384389995,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,10,9.354532715850103,8.94985508292666,9.719776702653478,-0.3920495460885509,0.3254166976761488,-0.5295742099003191,-14.561181029662873,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,11,9.15850794547327,9.112563429550653,9.454989601306455,0.7117244378679928,-0.47488242677011994,-0.5699791477557594,-18.933118286820196,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,12,9.504651667878658,8.881606668532982,9.177783012069986,0.7373541360431799,-0.2606749750573436,-0.4156836683287135,-38.206099622312465,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,13,9.87332873173762,8.751269182475912,8.969941180252311,-0.7015797195567504,0.18465306193155517,0.05453168451269996,-18.80754143167019,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,14,9.52253887678097,8.84359571217263,8.997207022133884,0.7766760769404957,0.9422824650219146,-0.8166328171391213,-32.466394438601476,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,15,9.786891174446993,9.164314403110282,8.71925490287897,0.08490672934997212,-0.923378147307937,-0.4840136283918244,-34.79853272262069,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,16,9.827477758620695,8.722926951411392,8.487889732881985,-0.667347468148197,0.22557105062726035,-0.9488054803950121,-15.296452636869063,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,17,9.545115457149237,8.81836862766018,8.086439346269332,-0.12497445965893061,-0.9569754210183818,0.19633377514617867,-10.862267566717009,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,18,9.482628227954244,8.339880922009376,8.18460623284567,-0.03298190071656748,0.14479825114689016,0.997164820275823,-16.897708617076066,nan,nan,nan,nan,nan,nan,nan,nan,0.3333333333333333,0
1,19,9.46627079845548,8.411693859809228,8.679151813662273,-0.7787641018187093,-0.6537109252385773,0.47142038494372396,-2.344037168098935,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,20,9.118836500554329,8.120050221112784,8.889469174306795,0.6666544676215305,-0.10578050963169572,-0.5134053653219806,-16.76192737689281,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,21,9.452163730434618,8.067159966920599,8.632766494672751,-0.28477089446088666,-0.6473951704609144,-0.11520563635097547,-10.910644957866843,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,22,9.309778285191188,7.743462386207397,8.57516367730112,0.48921794268227003,-0.16734055250390623,-0.756379289377261,-18.910188806415455,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,23,9.55438725386254,7.659792110868662,8.196974036740237,-0.39255542975511126,0.9667951914791109,-0.5499692244074967,-12.932121990249202,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,24,9.387982005894568,8.069619058550131,7.96384067970229,0.009696643080111755,-0.33595659923754817,0.7048300890977359,-11.644431590721602,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,25,9.392830327372534,7.901640761082546,8.316255719738008,-0.7967418798099042,-0.4858102691626427,-0.07843363140427062,4.026467994534903,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,26,8.994459391721582,7.6587356290950845,8.277038904454649,0.7012099388393451,0.15293428796833286,0.4416305265206857,-12.440920484417118,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,27,9.345064356980696,7.735202772171831,8.49785416509462,0.5853998109492402,-0.17812433582031306,0.10845474117213483,-23.65402556051553,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,28,9.637764257745266,7.646140605694839,8.552081534808076,0.9157214141201735,-0.8767108973453275,0.24462927802992285,-48.51728602785103,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,29,9.992384983079516,7.306627027076876,8.646816255079214,0.9326838016339529,0.06751840744930471,0.8310443793432924,-49.07794096465124,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,30,10.0,7.333612011775114,8.97895856570723,-0.8595162562004779,-0.12124718530590917,0.7706904109466868,-21.00418915086896,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,31,9.629770909075878,7.281385849827521,9.310926702633518,-0.8824373773954093,-0.5569585389078007,0.34114006081148895,-14.094541655540372,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,32,9.227877571272796,7.027727140491951,9.466294008246233,0.6458901554995973,0.009743222435720789,-0.23869479153532014,-19.64066743852483,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,33,9.550822644333083,7.03259875163907,9.346946614211626,0.3697113578283704,-0.29800569608449035,-0.052190344665371535,-28.40207368446823,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
1,34,9.735678319377739,6.883595906715858,9.320851442425184,0.6347824905604886,0.8096135741769903,-0.296220896939285,-49.269795031803326,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
